tram over ride,&buzzer,Item,Item,&buzzer to tram over ride,0,1,O
&buzzer,tram over ride,Item,Item,&buzzer to tram over ride,1,0,APPEARS_WITH
tram over ride,light,Item,Item,light &buzzer to tram over ride,0,2,O
light,tram over ride,Item,Item,light &buzzer to tram over ride,2,0,APPEARS_WITH
tram over ride,fit,Item,Activity,fit light &buzzer to tram over ride,0,3,HAS_ACTIVITY
fit,tram over ride,Activity,Item,fit light &buzzer to tram over ride,3,0,O
&buzzer,light,Item,Item,light &buzzer,1,2,APPEARS_WITH
light,&buzzer,Item,Item,light &buzzer,2,1,O
&buzzer,fit,Item,Activity,fit light &buzzer,1,3,HAS_ACTIVITY
fit,&buzzer,Activity,Item,fit light &buzzer,3,1,O
light,fit,Item,Activity,fit light,2,3,HAS_ACTIVITY
fit,light,Activity,Item,fit light,3,2,O
valve.,stacker,Item,Item,stacker valve.,0,1,O
stacker,valve.,Item,Item,stacker valve.,1,0,APPEARS_WITH
valve.,lower,Item,Location,lower stacker valve.,0,2,HAS_LOCATION
lower,valve.,Location,Item,lower stacker valve.,2,0,O
valve.,replace,Item,Activity,replace lower stacker valve.,0,3,HAS_ACTIVITY
replace,valve.,Activity,Item,replace lower stacker valve.,3,0,O
stacker,lower,Item,Location,lower stacker,1,2,HAS_LOCATION
lower,stacker,Location,Item,lower stacker,2,1,O
stacker,replace,Item,Activity,replace lower stacker,1,3,HAS_ACTIVITY
replace,stacker,Activity,Item,replace lower stacker,3,1,O
lower,replace,Location,Activity,replace lower,2,3,O
replace,lower,Activity,Location,replace lower,3,2,O
seal,deck,Item,Item,deck seal,0,1,O
deck,seal,Item,Item,deck seal,1,0,APPEARS_WITH
seal,replace,Item,Activity,replace deck seal,0,2,HAS_ACTIVITY
replace,seal,Activity,Item,replace deck seal,2,0,O
deck,replace,Item,Activity,replace deck,1,2,HAS_ACTIVITY
replace,deck,Activity,Item,replace deck,2,1,O
new,not,Specifier,Observation,not working..install new,0,1,O
not,new,Observation,Specifier,not working..install new,1,0,O
new,nix-fm/am,Specifier,Item,nix-fm/am not working..install new,0,2,O
nix-fm/am,new,Item,Specifier,nix-fm/am not working..install new,2,0,HAS_SPECIFIER
not,nix-fm/am,Observation,Item,nix-fm/am not,1,2,O
nix-fm/am,not,Item,Observation,nix-fm/am not,2,1,HAS_OBSERVATION
dry,axle pivots,Observation,Item,axle pivots dry,0,1,O
axle pivots,dry,Item,Observation,axle pivots dry,1,0,HAS_OBSERVATION
mine radio,change out,Item,Activity,change out mine radio,0,1,HAS_ACTIVITY
change out,mine radio,Activity,Item,change out mine radio,1,0,O
mine radio,nixon,Item,Agent,nixon to change out mine radio,0,2,HAS_AGENT
nixon,mine radio,Agent,Item,nixon to change out mine radio,2,0,O
change out,nixon,Activity,Agent,nixon to change out,1,2,O
nixon,change out,Agent,Activity,nixon to change out,2,1,O
accum,turbo,Item,Item,turbo accum,0,1,APPEARS_WITH
turbo,accum,Item,Item,turbo accum,1,0,O
accum,fit,Item,Activity,fit turbo accum,0,2,HAS_ACTIVITY
fit,accum,Activity,Item,fit turbo accum,2,0,O
turbo,fit,Item,Activity,fit turbo,1,2,HAS_ACTIVITY
fit,turbo,Activity,Item,fit turbo,2,1,O
mast.,up,Item,Location,up mast.,0,1,HAS_LOCATION
up,mast.,Location,Item,up mast.,1,0,O
mast.,hydraulic hose,Item,Item,hydraulic hose up mast.,0,2,O
hydraulic hose,mast.,Item,Item,hydraulic hose up mast.,2,0,APPEARS_WITH
mast.,blown,Item,Observation,blown hydraulic hose up mast.,0,3,HAS_OBSERVATION
blown,mast.,Observation,Item,blown hydraulic hose up mast.,3,0,O
up,hydraulic hose,Location,Item,hydraulic hose up,1,2,O
hydraulic hose,up,Item,Location,hydraulic hose up,2,1,HAS_LOCATION
up,blown,Location,Observation,blown hydraulic hose up,1,3,O
blown,up,Observation,Location,blown hydraulic hose up,3,1,O
hydraulic hose,blown,Item,Observation,blown hydraulic hose,2,3,HAS_OBSERVATION
blown,hydraulic hose,Observation,Item,blown hydraulic hose,3,2,O
flat,batteries,Observation,Item,batteries flat,0,1,O
batteries,flat,Item,Observation,batteries flat,1,0,HAS_OBSERVATION
switch,pipe support,Item,Item,pipe support switch,0,1,O
pipe support,switch,Item,Item,pipe support switch,1,0,APPEARS_WITH
switch,replace,Item,Activity,replace pipe support switch,0,2,HAS_ACTIVITY
replace,switch,Activity,Item,replace pipe support switch,2,0,O
pipe support,replace,Item,Activity,replace pipe support,1,2,HAS_ACTIVITY
replace,pipe support,Activity,Item,replace pipe support,2,1,O
valves,vent,Item,Item,vent valves,0,1,APPEARS_WITH
vent,valves,Item,Item,vent valves,1,0,O
valves,fuel,Item,Consumable,fuel vent valves,0,2,HAS_CONSUMABLE
fuel,valves,Consumable,Item,fuel vent valves,2,0,O
valves,2,Item,Cardinality,2 fuel vent valves,0,3,HAS_CARDINALITY
2,valves,Cardinality,Item,2 fuel vent valves,3,0,O
valves,replace,Item,Activity,replace 2 fuel vent valves,0,4,HAS_ACTIVITY
replace,valves,Activity,Item,replace 2 fuel vent valves,4,0,O
vent,fuel,Item,Consumable,fuel vent,1,2,HAS_CONSUMABLE
fuel,vent,Consumable,Item,fuel vent,2,1,O
vent,2,Item,Cardinality,2 fuel vent,1,3,HAS_CARDINALITY
2,vent,Cardinality,Item,2 fuel vent,3,1,O
vent,replace,Item,Activity,replace 2 fuel vent,1,4,HAS_ACTIVITY
replace,vent,Activity,Item,replace 2 fuel vent,4,1,O
fuel,2,Consumable,Cardinality,2 fuel,2,3,O
2,fuel,Cardinality,Consumable,2 fuel,3,2,O
fuel,replace,Consumable,Activity,replace 2 fuel,2,4,O
replace,fuel,Activity,Consumable,replace 2 fuel,4,2,O
2,replace,Cardinality,Activity,replace 2,3,4,O
replace,2,Activity,Cardinality,replace 2,4,3,O
coolant sensor,fit,Item,Activity,fit coolant sensor,0,1,HAS_ACTIVITY
fit,coolant sensor,Activity,Item,fit coolant sensor,1,0,O
feed sprocket,rh,Item,Location,rh feed sprocket,0,1,HAS_LOCATION
rh,feed sprocket,Location,Item,rh feed sprocket,1,0,O
feed sprocket,lower,Item,Location,lower rh feed sprocket,0,2,HAS_LOCATION
lower,feed sprocket,Location,Item,lower rh feed sprocket,2,0,O
feed sprocket,replace,Item,Activity,replace lower rh feed sprocket,0,3,HAS_ACTIVITY
replace,feed sprocket,Activity,Item,replace lower rh feed sprocket,3,0,O
rh,lower,Location,Location,lower rh,1,2,O
lower,rh,Location,Location,lower rh,2,1,O
rh,replace,Location,Activity,replace lower rh,1,3,O
replace,rh,Activity,Location,replace lower rh,3,1,O
lower,replace,Location,Activity,replace lower,2,3,O
replace,lower,Activity,Location,replace lower,3,2,O
degrees,dropping at,Observation,Observation,dropping at 90 degrees,0,1,O
dropping at,degrees,Observation,Observation,dropping at 90 degrees,1,0,O
degrees,work deck,Observation,Item,work deck dropping at 90 degrees,0,2,O
work deck,degrees,Item,Observation,work deck dropping at 90 degrees,2,0,HAS_OBSERVATION
dropping at,work deck,Observation,Item,work deck dropping at,1,2,O
work deck,dropping at,Item,Observation,work deck dropping at,2,1,HAS_OBSERVATION
alternator,hydraulic hose,Item,Item,hydraulic hose to alternator,0,1,APPEARS_WITH
hydraulic hose,alternator,Item,Item,hydraulic hose to alternator,1,0,O
alternator,blown,Item,Observation,blown hydraulic hose to alternator,0,2,HAS_OBSERVATION
blown,alternator,Observation,Item,blown hydraulic hose to alternator,2,0,O
hydraulic hose,blown,Item,Observation,blown hydraulic hose,1,2,HAS_OBSERVATION
blown,hydraulic hose,Observation,Item,blown hydraulic hose,2,1,O
pto housing,loose,Item,Observation,loose in pto housing,0,1,HAS_OBSERVATION
loose,pto housing,Observation,Item,loose in pto housing,1,0,O
pto housing,tube,Item,Item,tube loose in pto housing,0,2,APPEARS_WITH
tube,pto housing,Item,Item,tube loose in pto housing,2,0,O
pto housing,dipstick,Item,Item,dipstick tube loose in pto housing,0,3,O
dipstick,pto housing,Item,Item,dipstick tube loose in pto housing,3,0,APPEARS_WITH
loose,tube,Observation,Item,tube loose,1,2,O
tube,loose,Item,Observation,tube loose,2,1,HAS_OBSERVATION
loose,dipstick,Observation,Item,dipstick tube loose,1,3,O
dipstick,loose,Item,Observation,dipstick tube loose,3,1,HAS_OBSERVATION
tube,dipstick,Item,Item,dipstick tube,2,3,O
dipstick,tube,Item,Item,dipstick tube,3,2,APPEARS_WITH
has to be turned of manually,heater,Observation,Item,heater has to be turned of manually,0,1,O
heater,has to be turned of manually,Item,Observation,heater has to be turned of manually,1,0,HAS_OBSERVATION
slipping,cable pulley,Observation,Item,cable pulley slipping,0,1,O
cable pulley,slipping,Item,Observation,cable pulley slipping,1,0,HAS_OBSERVATION
slipping,feed,Observation,Item,feed cable pulley slipping,0,2,O
feed,slipping,Item,Observation,feed cable pulley slipping,2,0,HAS_OBSERVATION
cable pulley,feed,Item,Item,feed cable pulley,1,2,APPEARS_WITH
feed,cable pulley,Item,Item,feed cable pulley,2,1,O
very,reception,Observation,Attribute,reception still very,0,1,O
reception,very,Attribute,Observation,reception still very,1,0,O
very,radio,Observation,Item,radio reception still very,0,2,O
radio,very,Item,Observation,radio reception still very,2,0,HAS_OBSERVATION
reception,radio,Attribute,Item,radio reception,1,2,O
radio,reception,Item,Attribute,radio reception,2,1,HAS_ATTRIBUTE
to be mounted,cover,Activity,Item,cover to be mounted,0,1,O
cover,to be mounted,Item,Activity,cover to be mounted,1,0,HAS_ACTIVITY
to be mounted,generator,Activity,Item,generator cover to be mounted,0,2,O
generator,to be mounted,Item,Activity,generator cover to be mounted,2,0,HAS_ACTIVITY
cover,generator,Item,Item,generator cover,1,2,APPEARS_WITH
generator,cover,Item,Item,generator cover,2,1,O
cable tray,mast,Item,Item,mast cable tray,0,1,APPEARS_WITH
mast,cable tray,Item,Item,mast cable tray,1,0,O
cable tray,repairs to,Item,Activity,repairs to mast cable tray,0,2,HAS_ACTIVITY
repairs to,cable tray,Activity,Item,repairs to mast cable tray,2,0,O
mast,repairs to,Item,Activity,repairs to mast,1,2,HAS_ACTIVITY
repairs to,mast,Activity,Item,repairs to mast,2,1,O
track link,broken,Item,Observation,broken track link,0,1,HAS_OBSERVATION
broken,track link,Observation,Item,broken track link,1,0,O
track link,replace,Item,Activity,replace broken track link,0,2,HAS_ACTIVITY
replace,track link,Activity,Item,replace broken track link,2,0,O
broken,replace,Observation,Activity,replace broken,1,2,O
replace,broken,Activity,Observation,replace broken,2,1,O
gear box,rear,Item,Location,rear gear box,0,1,HAS_LOCATION
rear,gear box,Location,Item,rear gear box,1,0,O
gear box,in,Item,Location,in rear gear box,0,2,HAS_LOCATION
in,gear box,Location,Item,in rear gear box,2,0,O
gear box,leak,Item,Observation,leak in rear gear box,0,3,HAS_OBSERVATION
leak,gear box,Observation,Item,leak in rear gear box,3,0,O
gear box,oil,Item,Consumable,oil leak in rear gear box,0,4,HAS_CONSUMABLE
oil,gear box,Consumable,Item,oil leak in rear gear box,4,0,O
rear,in,Location,Location,in rear,1,2,O
in,rear,Location,Location,in rear,2,1,O
rear,leak,Location,Observation,leak in rear,1,3,O
leak,rear,Observation,Location,leak in rear,3,1,O
rear,oil,Location,Consumable,oil leak in rear,1,4,O
oil,rear,Consumable,Location,oil leak in rear,4,1,O
in,leak,Location,Observation,leak in,2,3,O
leak,in,Observation,Location,leak in,3,2,O
in,oil,Location,Consumable,oil leak in,2,4,O
oil,in,Consumable,Location,oil leak in,4,2,O
leak,oil,Observation,Consumable,oil leak,3,4,O
oil,leak,Consumable,Observation,oil leak,4,3,O
window.,cab,Item,Item,cab window.,0,1,O
cab,window.,Item,Item,cab window.,1,0,APPEARS_WITH
window.,operator,Item,Item,operator cab window.,0,2,O
operator,window.,Item,Item,operator cab window.,2,0,APPEARS_WITH
window.,broken,Item,Observation,broken operator cab window.,0,3,HAS_OBSERVATION
broken,window.,Observation,Item,broken operator cab window.,3,0,O
window.,replace,Item,Activity,replace broken operator cab window.,0,4,HAS_ACTIVITY
replace,window.,Activity,Item,replace broken operator cab window.,4,0,O
cab,operator,Item,Item,operator cab,1,2,APPEARS_WITH
operator,cab,Item,Item,operator cab,2,1,O
cab,broken,Item,Observation,broken operator cab,1,3,HAS_OBSERVATION
broken,cab,Observation,Item,broken operator cab,3,1,O
cab,replace,Item,Activity,replace broken operator cab,1,4,HAS_ACTIVITY
replace,cab,Activity,Item,replace broken operator cab,4,1,O
operator,broken,Item,Observation,broken operator,2,3,HAS_OBSERVATION
broken,operator,Observation,Item,broken operator,3,2,O
operator,replace,Item,Activity,replace broken operator,2,4,HAS_ACTIVITY
replace,operator,Activity,Item,replace broken operator,4,2,O
broken,replace,Observation,Activity,replace broken,3,4,O
replace,broken,Activity,Observation,replace broken,4,3,O
hose,damaged,Item,Observation,damaged hose,0,1,HAS_OBSERVATION
damaged,hose,Observation,Item,damaged hose,1,0,O
hose,replace,Item,Activity,replace damaged hose,0,2,HAS_ACTIVITY
replace,hose,Activity,Item,replace damaged hose,2,0,O
damaged,replace,Observation,Activity,replace damaged,1,2,O
replace,damaged,Activity,Observation,replace damaged,2,1,O
suction,cooling pump,Item,Item,cooling pump suction,0,1,O
cooling pump,suction,Item,Item,cooling pump suction,1,0,APPEARS_WITH
suction,l/h,Item,Location,l/h cooling pump suction,0,2,HAS_LOCATION
l/h,suction,Location,Item,l/h cooling pump suction,2,0,O
suction,leak,Item,Observation,leak l/h cooling pump suction,0,3,HAS_OBSERVATION
leak,suction,Observation,Item,leak l/h cooling pump suction,3,0,O
suction,oil,Item,Consumable,oil leak l/h cooling pump suction,0,4,HAS_CONSUMABLE
oil,suction,Consumable,Item,oil leak l/h cooling pump suction,4,0,O
cooling pump,l/h,Item,Location,l/h cooling pump,1,2,HAS_LOCATION
l/h,cooling pump,Location,Item,l/h cooling pump,2,1,O
cooling pump,leak,Item,Observation,leak l/h cooling pump,1,3,HAS_OBSERVATION
leak,cooling pump,Observation,Item,leak l/h cooling pump,3,1,O
cooling pump,oil,Item,Consumable,oil leak l/h cooling pump,1,4,HAS_CONSUMABLE
oil,cooling pump,Consumable,Item,oil leak l/h cooling pump,4,1,O
l/h,leak,Location,Observation,leak l/h,2,3,O
leak,l/h,Observation,Location,leak l/h,3,2,O
l/h,oil,Location,Consumable,oil leak l/h,2,4,O
oil,l/h,Consumable,Location,oil leak l/h,4,2,O
leak,oil,Observation,Consumable,oil leak,3,4,O
oil,leak,Consumable,Observation,oil leak,4,3,O
light,replace,Item,Activity,replace 1nordic light,0,1,HAS_ACTIVITY
replace,light,Activity,Item,replace 1nordic light,1,0,O
box,front,Item,Location,front box,0,1,HAS_LOCATION
front,box,Location,Item,front box,1,0,O
box,bad,Item,Observation,bad sample front box,0,2,HAS_OBSERVATION
bad,box,Observation,Item,bad sample front box,2,0,O
front,bad,Location,Observation,bad sample front,1,2,O
bad,front,Observation,Location,bad sample front,2,1,O
fuel line,cyl head,Item,Item,cyl head fuel line,0,1,O
cyl head,fuel line,Item,Item,cyl head fuel line,1,0,APPEARS_WITH
fuel line,leak,Item,Observation,leak no2 cyl head fuel line,0,2,HAS_OBSERVATION
leak,fuel line,Observation,Item,leak no2 cyl head fuel line,2,0,O
fuel line,fuel,Item,Consumable,fuel leak no2 cyl head fuel line,0,3,HAS_CONSUMABLE
fuel,fuel line,Consumable,Item,fuel leak no2 cyl head fuel line,3,0,O
fuel line,monitor,Item,Activity,monitor fuel leak no2 cyl head fuel line,0,4,HAS_ACTIVITY
monitor,fuel line,Activity,Item,monitor fuel leak no2 cyl head fuel line,4,0,O
cyl head,leak,Item,Observation,leak no2 cyl head,1,2,HAS_OBSERVATION
leak,cyl head,Observation,Item,leak no2 cyl head,2,1,O
cyl head,fuel,Item,Consumable,fuel leak no2 cyl head,1,3,HAS_CONSUMABLE
fuel,cyl head,Consumable,Item,fuel leak no2 cyl head,3,1,O
cyl head,monitor,Item,Activity,monitor fuel leak no2 cyl head,1,4,HAS_ACTIVITY
monitor,cyl head,Activity,Item,monitor fuel leak no2 cyl head,4,1,O
leak,fuel,Observation,Consumable,fuel leak,2,3,O
fuel,leak,Consumable,Observation,fuel leak,3,2,O
leak,monitor,Observation,Activity,monitor fuel leak,2,4,O
monitor,leak,Activity,Observation,monitor fuel leak,4,2,O
fuel,monitor,Consumable,Activity,monitor fuel,3,4,O
monitor,fuel,Activity,Consumable,monitor fuel,4,3,O
hoist chain,r/h,Item,Location,r/h hoist chain,0,1,HAS_LOCATION
r/h,hoist chain,Location,Item,r/h hoist chain,1,0,O
hoist chain,repair,Item,Activity,repair r/h hoist chain,0,2,HAS_ACTIVITY
repair,hoist chain,Activity,Item,repair r/h hoist chain,2,0,O
r/h,repair,Location,Activity,repair r/h,1,2,O
repair,r/h,Activity,Location,repair r/h,2,1,O
propel pipe,repair,Item,Activity,repair propel pipe,0,1,HAS_ACTIVITY
repair,propel pipe,Activity,Item,repair propel pipe,1,0,O
pipe support,replace,Item,Activity,replace pipe support,0,1,HAS_ACTIVITY
replace,pipe support,Activity,Item,replace pipe support,1,0,O
not working,air conditioning,Observation,Item,air conditioning not working,0,1,O
air conditioning,not working,Item,Observation,air conditioning not working,1,0,HAS_OBSERVATION
bent,positioner,Observation,Item,positioner bent,0,1,O
positioner,bent,Item,Observation,positioner bent,1,0,HAS_OBSERVATION
bent,on,Observation,Location,on positioner bent,0,2,O
on,bent,Location,Observation,on positioner bent,2,0,O
bent,bars,Observation,Item,bars on positioner bent,0,3,O
bars,bent,Item,Observation,bars on positioner bent,3,0,HAS_OBSERVATION
positioner,on,Item,Location,on positioner,1,2,HAS_LOCATION
on,positioner,Location,Item,on positioner,2,1,O
positioner,bars,Item,Item,bars on positioner,1,3,O
bars,positioner,Item,Item,bars on positioner,3,1,APPEARS_WITH
on,bars,Location,Item,bars on,2,3,O
bars,on,Item,Location,bars on,3,2,HAS_LOCATION
compressor,air control cylinder,Item,Item,air control cylinder for compressor,0,1,O
air control cylinder,compressor,Item,Item,air control cylinder for compressor,1,0,APPEARS_WITH
tuff box,fit,Item,Activity,fit tuff box,0,1,HAS_ACTIVITY
fit,tuff box,Activity,Item,fit tuff box,1,0,O
shutdown pad.,gene,Item,Item,gene from shutdown pad.,0,1,O
gene,shutdown pad.,Item,Item,gene from shutdown pad.,1,0,APPEARS_WITH
shutdown pad.,discon,Item,Activity,discon gene from shutdown pad.,0,2,HAS_ACTIVITY
discon,shutdown pad.,Activity,Item,discon gene from shutdown pad.,2,0,O
gene,discon,Item,Activity,discon gene,1,2,HAS_ACTIVITY
discon,gene,Activity,Item,discon gene,2,1,O
hoses,to,Item,Location,to traveling hoses,0,1,HAS_LOCATION
to,hoses,Location,Item,to traveling hoses,1,0,O
hoses,straps,Item,Item,straps to traveling hoses,0,2,APPEARS_WITH
straps,hoses,Item,Item,straps to traveling hoses,2,0,O
hoses,manufacturer1,Item,Agent,manufacturer1 straps to traveling hoses,0,3,HAS_AGENT
manufacturer1,hoses,Agent,Item,manufacturer1 straps to traveling hoses,3,0,O
hoses,fit,Item,Activity,fit manufacturer1 straps to traveling hoses,0,4,HAS_ACTIVITY
fit,hoses,Activity,Item,fit manufacturer1 straps to traveling hoses,4,0,O
to,straps,Location,Item,straps to,1,2,O
straps,to,Item,Location,straps to,2,1,HAS_LOCATION
to,manufacturer1,Location,Agent,manufacturer1 straps to,1,3,O
manufacturer1,to,Agent,Location,manufacturer1 straps to,3,1,O
to,fit,Location,Activity,fit manufacturer1 straps to,1,4,O
fit,to,Activity,Location,fit manufacturer1 straps to,4,1,O
straps,manufacturer1,Item,Agent,manufacturer1 straps,2,3,HAS_AGENT
manufacturer1,straps,Agent,Item,manufacturer1 straps,3,2,O
straps,fit,Item,Activity,fit manufacturer1 straps,2,4,HAS_ACTIVITY
fit,straps,Activity,Item,fit manufacturer1 straps,4,2,O
manufacturer1,fit,Agent,Activity,fit manufacturer1,3,4,O
fit,manufacturer1,Activity,Agent,fit manufacturer1,4,3,O
requires,fuel filter,Observation,Item,fuel filter requires,0,1,O
fuel filter,requires,Item,Observation,fuel filter requires,1,0,HAS_OBSERVATION
valve,on,Item,Location,on valve,0,1,HAS_LOCATION
on,valve,Location,Item,on valve,1,0,O
valve,ari cylinder,Item,Item,ari cylinder on valve,0,2,O
ari cylinder,valve,Item,Item,ari cylinder on valve,2,0,APPEARS_WITH
valve,change,Item,Activity,change down hole ari cylinder on valve,0,3,HAS_ACTIVITY
change,valve,Activity,Item,change down hole ari cylinder on valve,3,0,O
on,ari cylinder,Location,Item,ari cylinder on,1,2,O
ari cylinder,on,Item,Location,ari cylinder on,2,1,HAS_LOCATION
on,change,Location,Activity,change down hole ari cylinder on,1,3,O
change,on,Activity,Location,change down hole ari cylinder on,3,1,O
ari cylinder,change,Item,Activity,change down hole ari cylinder,2,3,HAS_ACTIVITY
change,ari cylinder,Activity,Item,change down hole ari cylinder,3,2,O
guards,chain/sprocket,Item,Item,chain/sprocket guards,0,1,O
chain/sprocket,guards,Item,Item,chain/sprocket guards,1,0,APPEARS_WITH
guards,modify,Item,Activity,modify chain/sprocket guards,0,2,HAS_ACTIVITY
modify,guards,Activity,Item,modify chain/sprocket guards,2,0,O
chain/sprocket,modify,Item,Activity,modify chain/sprocket,1,2,HAS_ACTIVITY
modify,chain/sprocket,Activity,Item,modify chain/sprocket,2,1,O
load roller,r/h,Item,Location,r/h load roller,0,1,HAS_LOCATION
r/h,load roller,Location,Item,r/h load roller,1,0,O
load roller,replace,Item,Activity,replace no 10 r/h load roller,0,2,HAS_ACTIVITY
replace,load roller,Activity,Item,replace no 10 r/h load roller,2,0,O
r/h,replace,Location,Activity,replace no 10 r/h,1,2,O
replace,r/h,Activity,Location,replace no 10 r/h,2,1,O
drill,underneath,Item,Location,underneath drill,0,1,HAS_LOCATION
underneath,drill,Location,Item,underneath drill,1,0,O
drill,hydraulic line,Item,Item,hydraulic line underneath drill,0,2,APPEARS_WITH
hydraulic line,drill,Item,Item,hydraulic line underneath drill,2,0,O
drill,blown,Item,Observation,blown hydraulic line underneath drill,0,3,HAS_OBSERVATION
blown,drill,Observation,Item,blown hydraulic line underneath drill,3,0,O
underneath,hydraulic line,Location,Item,hydraulic line underneath,1,2,O
hydraulic line,underneath,Item,Location,hydraulic line underneath,2,1,HAS_LOCATION
underneath,blown,Location,Observation,blown hydraulic line underneath,1,3,O
blown,underneath,Observation,Location,blown hydraulic line underneath,3,1,O
hydraulic line,blown,Item,Observation,blown hydraulic line,2,3,HAS_OBSERVATION
blown,hydraulic line,Observation,Item,blown hydraulic line,3,2,O
pump stroker,repair,Item,Activity,repair pump stroker,0,1,HAS_ACTIVITY
repair,pump stroker,Activity,Item,repair pump stroker,1,0,O
cylinders,dismantle,Item,Activity,dismantle cylinders,0,1,HAS_ACTIVITY
dismantle,cylinders,Activity,Item,dismantle cylinders,1,0,O
dropping,rpm,Observation,Attribute,rpm dropping,0,1,O
rpm,dropping,Attribute,Observation,rpm dropping,1,0,O
dropping,engine,Observation,Item,engine rpm dropping,0,2,O
engine,dropping,Item,Observation,engine rpm dropping,2,0,HAS_OBSERVATION
rpm,engine,Attribute,Item,engine rpm,1,2,O
engine,rpm,Item,Attribute,engine rpm,2,1,HAS_ATTRIBUTE
not working,water injection,Observation,Item,water injection not working,0,1,O
water injection,not working,Item,Observation,water injection not working,1,0,HAS_OBSERVATION
injector line.,l/bank,Item,Location,l/bank injector line.,0,1,HAS_LOCATION
l/bank,injector line.,Location,Item,l/bank injector line.,1,0,O
injector line.,replace,Item,Activity,replace n/o 6 l/bank injector line.,0,2,HAS_ACTIVITY
replace,injector line.,Activity,Item,replace n/o 6 l/bank injector line.,2,0,O
l/bank,replace,Location,Activity,replace n/o 6 l/bank,1,2,O
replace,l/bank,Activity,Location,replace n/o 6 l/bank,2,1,O
changeout pot,bit,Item,Item,bit changeout pot,0,1,O
bit,changeout pot,Item,Item,bit changeout pot,1,0,APPEARS_WITH
changeout pot,modify,Item,Activity,modify bit changeout pot,0,2,HAS_ACTIVITY
modify,changeout pot,Activity,Item,modify bit changeout pot,2,0,O
bit,modify,Item,Activity,modify bit,1,2,HAS_ACTIVITY
modify,bit,Activity,Item,modify bit,2,1,O
adaptor,engine fan,Item,Item,engine fan adaptor,0,1,APPEARS_WITH
engine fan,adaptor,Item,Item,engine fan adaptor,1,0,O
adaptor,l/h,Item,Location,l/h engine fan adaptor,0,2,HAS_LOCATION
l/h,adaptor,Location,Item,l/h engine fan adaptor,2,0,O
adaptor,leak,Item,Observation,leak l/h engine fan adaptor,0,3,HAS_OBSERVATION
leak,adaptor,Observation,Item,leak l/h engine fan adaptor,3,0,O
adaptor,oil,Item,Consumable,oil leak l/h engine fan adaptor,0,4,HAS_CONSUMABLE
oil,adaptor,Consumable,Item,oil leak l/h engine fan adaptor,4,0,O
engine fan,l/h,Item,Location,l/h engine fan,1,2,HAS_LOCATION
l/h,engine fan,Location,Item,l/h engine fan,2,1,O
engine fan,leak,Item,Observation,leak l/h engine fan,1,3,HAS_OBSERVATION
leak,engine fan,Observation,Item,leak l/h engine fan,3,1,O
engine fan,oil,Item,Consumable,oil leak l/h engine fan,1,4,HAS_CONSUMABLE
oil,engine fan,Consumable,Item,oil leak l/h engine fan,4,1,O
